name	id	definition	comment	broad	exact	related
cerebellar layer	UBERON_0004130	A cortical cell layer of the cerebellum. Examples: the granular (inner+outer) layer, molecular layer, Purkinje cell layer, and the ventricular layer of the embryo.			gray matter layer of cerebellum|layer of cerebellum|cytoarchitectural part of the cerebellar cortex|layer of cerebellar cortex|cell layer of cerebellar cortex	
salivatory nucleus	UBERON_0004133	.			salivary nucleus	
proximal tubule	UBERON_0004134	In mammals, the proximal tubule is a nephron tubule that connects Bowman's capsule to the loop of Henle. It has a brush border epithelial morphology[GO].			renal proximal tubule|proximal kidney tubule|kidney proximal tubule	
distal tubule	UBERON_0004135	The distal tubule is a nephron tubule that consists of the distal convoluted tubule and distal straight tubule segments			kidney distal tubule|renal distal tubule	
intermediate tubule	UBERON_0004136	The intermediate tubule is a nephron tubule that lies between the proximal and distal tubules			renal intermediate tubule|tubulus attenuatus	
cardiogenic plate	UBERON_0004139	The first recognizable structure derived from the heart field			myocardial plate	cardiac crescent|heart rudiment|cardiogenic crescent
primary heart field	UBERON_0004140	A specific region of the lateral mesoderm that will form the primary beating heart tube. In mammals the primary heart field gives rise to the left ventricle.			primary heart field|first heart field	heart field|FHF|PHF
heart tube	UBERON_0004141	An epithelial tube that will give rise to the mature heart.			embryonic heart tube|endocardial tube|endocardial heart tube	
outflow tract septum	UBERON_0004142	The outflow tract septum is a partition in the outflow tract				
outflow tract	UBERON_0004145	The outflow tract is the portion of the heart through which blood flows into the arteries			cardiac outflow tract|heart outflow tract	arterial (outflow) pole
His-Purkinje system	UBERON_0004146	The His-Purkinje system receives signals from the AV node and is composed of the fibers that regulate cardiac muscle contraction in the ventricles			His-Purkinji network|HPS	
cardiac vein	UBERON_0004148	Vein of heart that drains the myocardium			heart vein|cardiac vein|coronary vein|vein of heart	coronary vein
cardiac chamber	UBERON_0004151	A cardiac chamber surrounds an enclosed cavity within the heart	generic enough to cover FBbt:00003156 heart chamber but this is a cavity. GO defines it as the cavity. TODO - move subclasses. Note this also includes sinus venosus		chamber of heart|heart chamber	
proepicardium	UBERON_0004160	An embryonic group of progenitor cells that forms from an outpouching of the septum transversum near the venous pole of the heart and gives rise to the epicardium			proepicardial organ|proepicardial cluster	
septum transversum	UBERON_0004161	A thick plate of mesodermal tissue that occupies the space between the thoracic cavity and yolk stalk in the early embryo, forming a transverse partition partially separating the coelomic cavity into thoracic and abdominal portions. It gives rise to the central tendon of the diaphragm[VHOG].			transverse septum	
branchiomeric muscle	UBERON_0004164	A jaw muscle that arises from cranial mesenchyme and is innervated by cranial nerves.			branchiomeric skeletal muscle|branchial head muscle	
internal genitalia	UBERON_0004175	The internal genitalia are the internal sex organs such as the uterine tube, the uterus and the vagina in female mammals, and the testis, seminal vesicle, ejaculatory duct and prostate in male mammals	TODO: make a subdivision of reproductive system. Relabel. See https://github.com/obophenotype/uberon/issues/547		internal genitals|internal genitalia	internal reproductive organ|internal sex organ
external genitalia	UBERON_0004176	The external genitalia are the outer sex organs, such as the penis or vulva in mammals	TODO: make a subdivision of reproductive system. Relabel. See https://github.com/obophenotype/uberon/issues/547		external genitalia	external reproductive organ|external sex organ
hemopoietic organ	UBERON_0004177	Organ that is part of the hematopoietic system.			organ of haemopoietic system|hematopoietic system organ|organ of organa haemopoietica|haematological system organ|haemopoietic system organ|hematopoeitic organ|organ of hematopoietic system|organa haemopoietica organ|organ of haematological system	
aorta smooth muscle tissue	UBERON_0004178	the nonstriated, involuntary muscle tissue located in the wall of the aorta			aorta non-striated muscle|aorta smooth muscle|aortic smooth muscle	
prostate glandular acinus	UBERON_0004179	A saclike structure of the prostate gland, comprised of at least three cell layers: an innermost layer of secretory columnar luminal epithelium, a middle layer of squamous basal epithelium that also contains neuroendocrine cells, transit amplifying cells, and stem cells, and an outer layer of smooth muscle intermixed with other stromal cells			prostatic follicle|prostatic acinus	
mammary gland fat	UBERON_0004180	The mammary fat is an adipose structure in the gland that is invaded by the mammary ducts			adipose tissue of mammary gland|adipose tissue of lactiferous gland|lobe of breast fatty tissue|lobe of mammary gland adipose tissue|lactiferous gland fatty tissue|mammary gland adipose tissue|mammary gland fat tissue|fat tissue of lobe of breast|fatty tissue of lobe of breast|fat tissue of lactiferous gland|lobe of mammary gland fat tissue|fat tissue of mammary gland|lactiferous gland fat tissue|lobe of mammary gland fatty tissue|fatty tissue of lactiferous gland|lactiferous gland adipose tissue|lobe of breast adipose tissue|fat tissue of lobe of mammary gland|fatty tissue of mammary gland|mammary gland fatty tissue|fatty tissue of lobe of mammary gland|lobe of breast fat tissue	
mammary gland cord	UBERON_0004182	The solid cord of epithelial cells that emerges from the mammary bud and grows down from the primary mammary mesenchyme and into a second stromal compartment, the fat pad precursor, beneath the dermis.			mammary cord|lactiferous gland cord	mammary sprout
placental labyrinth blood vessel	UBERON_0004183	The embryonic vessels grow through the layer to come in close contact with the maternal blood supply			blood vessel of labyrinthine layer of placenta|blood vessel of placenta labyrinth|labyrinthine layer of placenta blood vessel|blood vessel of labyrinthine layer|labyrinthine layer blood vessel|placenta labyrinth blood vessel	
prostate gland stroma	UBERON_0004184	The prostate gland stroma is made up of the mesenchymal or fibroblast cells of the prostate gland			stroma of prostate gland|prostate stroma|stroma of prostate|prostatic stroma	
endodermal part of digestive tract	UBERON_0004185	A portions of the gut that is derived from endoderm.			endodermal gut|gut endoderm	
olfactory bulb mitral cell layer	UBERON_0004186	The mitral cell layer is composed of pyramidal neurons whose cell bodies are located between the granule cell layer and the plexiform layer			OB mitral cell layer|mitral cell body layer|mitral cell layer	mitral cell layer of the olfactory bulb|olfactory bulb main mitral cell body layer
glomerular epithelium	UBERON_0004188	The glomerular epithelium is an epithelial tissue that covers the outer surfaces of the glomerulus. The glomerular epithelium consists of both parietal and visceral epithelium. Metanephric glomerular parietal epithelial cells are specialized epithelial cells that form tight junctions as a barrier to protein transport. A metanephric glomerular visceral epithelial cell is a specialized epithelial cell that contains 'feet' that interdigitate with the 'feet' of other glomerular epithelial cells in the metanephros.			epithelium of renal glomerulus|epithelium of glomerulus|kidney glomerular epithelium|epithelium of kidney glomerulus	glomerular epithelial cell
glomerular endothelium	UBERON_0004189	The glomerular endothelium is an epithelial tissue that covers the internal surfaces of the glomerulus			renal glomerulus endothelium|endothelium of renal glomerulus	
renal glomerulus vasculature	UBERON_0004190	The glomerulus vasculature is composed of the tubule structures that carry blood or lymph in the glomerulus			glomerulus vasculature|vascular network of renal glomerulus|renal glomerulus vasculature|renal glomerulus vascular network|vasculature of renal glomerulus	
loop of Henle ascending limb thin segment	UBERON_0004193	A sub-portion of the loop of Henle in the nephron of the kidney that is permeable to ions but not to water			pars ascendens (tubulus attenuatus)|ascending thin limb|thin ascending limb of loop of Henle|thin ascending limb|ascending limb thin segment of loop of Henle	
comma-shaped body	UBERON_0004198	The comma-shaped body is the precursor structure to the S-shaped body that contributes to the morphogenesis of the nephron			CSB	
S-shaped body	UBERON_0004199	The S-shaped body is the successor of the comma-shaped body that contributes to the morphogenesis of the nephron			SSB|stage II nephron	
kidney pyramid	UBERON_0004200	Kidney pyramids are the conical arrangements of tubules that constitute the renal medulla in a multi-lobed mammalian kidney; they contain the loops of Henle and the medullary collecting ducts.		pyramid	renal pyramid|Malpighian pyramid	renal medullary region|medullary pyramid|Malpighian pyramid|pyramid of Malphigi|pyramides renales|Malphigian pyramid|pyramis renalis|pyramid of Malpighi
